term,all_text,labels,valid_until,country_codes,countries,node_id,sourceID,address,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note,filename,inactivation_date,struck_off_date,all_text_low
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56064404_Paradise Papers - Malta corporate registry_NA_MARIO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56064404,Paradise Papers - Malta corporate registry,,MARIO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56064404_paradise papers - malta corporate registry_na_mario mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56056474_Paradise Papers - Malta corporate registry_NA_LAWRENCE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56056474,Paradise Papers - Malta corporate registry,,LAWRENCE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56056474_paradise papers - malta corporate registry_na_lawrence mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56055556_Paradise Papers - Malta corporate registry_NA_MARIE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56055556,Paradise Papers - Malta corporate registry,,MARIE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56055556_paradise papers - malta corporate registry_na_marie mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56057749_Paradise Papers - Malta corporate registry_NA_DAVID MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56057749,Paradise Papers - Malta corporate registry,,DAVID MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56057749_paradise papers - malta corporate registry_na_david mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56048090_Paradise Papers - Malta corporate registry_NA_MIGUEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56048090,Paradise Papers - Malta corporate registry,,MIGUEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56048090_paradise papers - malta corporate registry_na_miguel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56048535_Paradise Papers - Malta corporate registry_NA_LORNA MIFSUD CACHIA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56048535,Paradise Papers - Malta corporate registry,,LORNA MIFSUD CACHIA,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56048535_paradise papers - malta corporate registry_na_lorna mifsud cachia_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56065276_Paradise Papers - Malta corporate registry_NA_PHILIP MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56065276,Paradise Papers - Malta corporate registry,,PHILIP MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56065276_paradise papers - malta corporate registry_na_philip mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56067562_Paradise Papers - Malta corporate registry_NA_ROSARIO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56067562,Paradise Papers - Malta corporate registry,,ROSARIO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56067562_paradise papers - malta corporate registry_na_rosario mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56049365_Paradise Papers - Malta corporate registry_NA_Matthew James Mifsud_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56049365,Paradise Papers - Malta corporate registry,,Matthew James Mifsud,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56049365_paradise papers - malta corporate registry_na_matthew james mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56049893_Paradise Papers - Malta corporate registry_NA_ROSALIE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56049893,Paradise Papers - Malta corporate registry,,ROSALIE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56049893_paradise papers - malta corporate registry_na_rosalie mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56049921_Paradise Papers - Malta corporate registry_NA_JONATHAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56049921,Paradise Papers - Malta corporate registry,,JONATHAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56049921_paradise papers - malta corporate registry_na_jonathan mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56058350_Paradise Papers - Malta corporate registry_NA_PHILIP MAURICE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56058350,Paradise Papers - Malta corporate registry,,PHILIP MAURICE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56058350_paradise papers - malta corporate registry_na_philip maurice mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56065437_Paradise Papers - Malta corporate registry_NA_NEVISE MIFSUD BONNICI_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56065437,Paradise Papers - Malta corporate registry,,NEVISE MIFSUD BONNICI,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56065437_paradise papers - malta corporate registry_na_nevise mifsud bonnici_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56052234_Paradise Papers - Malta corporate registry_NA_CAROLANNE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56052234,Paradise Papers - Malta corporate registry,,CAROLANNE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56052234_paradise papers - malta corporate registry_na_carolanne mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56065870_Paradise Papers - Malta corporate registry_NA_MARIA ROSARIA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56065870,Paradise Papers - Malta corporate registry,,MARIA ROSARIA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56065870_paradise papers - malta corporate registry_na_maria rosaria mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059104_Paradise Papers - Malta corporate registry_NA_JONATHAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059104,Paradise Papers - Malta corporate registry,,JONATHAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059104_paradise papers - malta corporate registry_na_jonathan mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56057448_Paradise Papers - Malta corporate registry_NA_SALVINO MIFSUD BONNICI_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56057448,Paradise Papers - Malta corporate registry,,SALVINO MIFSUD BONNICI,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56057448_paradise papers - malta corporate registry_na_salvino mifsud bonnici_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56053380_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56053380,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56053380_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56051003_Paradise Papers - Malta corporate registry_NA_ALFRED MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56051003,Paradise Papers - Malta corporate registry,,ALFRED MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56051003_paradise papers - malta corporate registry_na_alfred mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56057609_Paradise Papers - Malta corporate registry_NA_KEVIN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56057609,Paradise Papers - Malta corporate registry,,KEVIN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56057609_paradise papers - malta corporate registry_na_kevin mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56072022_Paradise Papers - Malta corporate registry_NA_LUNGARO-MIFSUD ASSURANCE_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56072022,Paradise Papers - Malta corporate registry,,LUNGARO-MIFSUD ASSURANCE,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56072022_paradise papers - malta corporate registry_na_lungaro-mifsud assurance_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56067484_Paradise Papers - Malta corporate registry_NA_EDWIN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56067484,Paradise Papers - Malta corporate registry,,EDWIN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56067484_paradise papers - malta corporate registry_na_edwin mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56051491_Paradise Papers - Malta corporate registry_NA_ADRIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56051491,Paradise Papers - Malta corporate registry,,ADRIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56051491_paradise papers - malta corporate registry_na_adrian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059050_Paradise Papers - Malta corporate registry_NA_ANTHONY MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059050,Paradise Papers - Malta corporate registry,,ANTHONY MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059050_paradise papers - malta corporate registry_na_anthony mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059691_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD BONNICI_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059691,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD BONNICI,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059691_paradise papers - malta corporate registry_na_joseph mifsud bonnici_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059991_Paradise Papers - Malta corporate registry_NA_PHILIP MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059991,Paradise Papers - Malta corporate registry,,PHILIP MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059991_paradise papers - malta corporate registry_na_philip mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56054759_Paradise Papers - Malta corporate registry_NA_PATRICK MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56054759,Paradise Papers - Malta corporate registry,,PATRICK MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56054759_paradise papers - malta corporate registry_na_patrick mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56052190_Paradise Papers - Malta corporate registry_NA_JOSEPH JNR MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56052190,Paradise Papers - Malta corporate registry,,JOSEPH JNR MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56052190_paradise papers - malta corporate registry_na_joseph jnr mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56052518_Paradise Papers - Malta corporate registry_NA_NOEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56052518,Paradise Papers - Malta corporate registry,,NOEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56052518_paradise papers - malta corporate registry_na_noel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56062156_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56062156,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56062156_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56062304_Paradise Papers - Malta corporate registry_NA_IVY MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56062304,Paradise Papers - Malta corporate registry,,IVY MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56062304_paradise papers - malta corporate registry_na_ivy mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56055263_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56055263,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56055263_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56063052_Paradise Papers - Malta corporate registry_NA_DOLORES MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56063052,Paradise Papers - Malta corporate registry,,DOLORES MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56063052_paradise papers - malta corporate registry_na_dolores mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56063669_Paradise Papers - Malta corporate registry_NA_SAM MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56063669,Paradise Papers - Malta corporate registry,,SAM MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56063669_paradise papers - malta corporate registry_na_sam mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56063967_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56063967,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56063967_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56063984_Paradise Papers - Malta corporate registry_NA_MARIO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56063984,Paradise Papers - Malta corporate registry,,MARIO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56063984_paradise papers - malta corporate registry_na_mario mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56072085_Paradise Papers - Malta corporate registry_NA_ALFRED MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56072085,Paradise Papers - Malta corporate registry,,ALFRED MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56072085_paradise papers - malta corporate registry_na_alfred mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56057528_Paradise Papers - Malta corporate registry_NA_HUBERT C. MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56057528,Paradise Papers - Malta corporate registry,,HUBERT C. MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56057528_paradise papers - malta corporate registry_na_hubert c. mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56058064_Paradise Papers - Malta corporate registry_NA_RAYMOND MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56058064,Paradise Papers - Malta corporate registry,,RAYMOND MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56058064_paradise papers - malta corporate registry_na_raymond mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56062986_Paradise Papers - Malta corporate registry_NA_CARMELO KA CHARLES MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56062986,Paradise Papers - Malta corporate registry,,CARMELO KA CHARLES MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56062986_paradise papers - malta corporate registry_na_carmelo ka charles mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56064428_Paradise Papers - Malta corporate registry_NA_ALFRED MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56064428,Paradise Papers - Malta corporate registry,,ALFRED MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56064428_paradise papers - malta corporate registry_na_alfred mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56062445_Paradise Papers - Malta corporate registry_NA_PHILIP MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56062445,Paradise Papers - Malta corporate registry,,PHILIP MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56062445_paradise papers - malta corporate registry_na_philip mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059223_Paradise Papers - Malta corporate registry_NA_JOE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059223,Paradise Papers - Malta corporate registry,,JOE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059223_paradise papers - malta corporate registry_na_joe mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56067258_Paradise Papers - Malta corporate registry_NA_MICHAEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56067258,Paradise Papers - Malta corporate registry,,MICHAEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56067258_paradise papers - malta corporate registry_na_michael mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56068001_Paradise Papers - Malta corporate registry_NA_TARCISIO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56068001,Paradise Papers - Malta corporate registry,,TARCISIO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56068001_paradise papers - malta corporate registry_na_tarcisio mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56068874_Paradise Papers - Malta corporate registry_NA_CHARLES MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56068874,Paradise Papers - Malta corporate registry,,CHARLES MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56068874_paradise papers - malta corporate registry_na_charles mifsud_na_na_na_na_na_na_na_na_na_na
